prompt,response
"You are an expert in Pytorch to JAX translation, please translate the given code snippet in Pytorch into JAX:
    
    '''
    import torch
import torch.nn as nn

class Model(nn.Module):
    """"""
    Model that performs a 3D transposed convolution, followed by a sum, 
    a residual add, a multiplication, and another residual add.
    """"""
    def __init__(self, in_channels, out_channels, kernel_size, stride, padding, output_padding, bias_shape):
        super(Model, self).__init__()
        self.conv_transpose = nn.ConvTranspose3d(in_channels, out_channels, kernel_size, stride=stride, padding=padding, output_padding=output_padding)
        self.bias = nn.Parameter(torch.randn(bias_shape))

    def forward(self, x):
        x = self.conv_transpose(x)
        original_x = x.clone().detach()
        x = x + self.bias
        x = x + original_x
        x = x * original_x
        x = x + original_x
        return x

batch_size = 16
in_channels = 32
out_channels = 64
depth, height, width = 16, 32, 32
kernel_size = 3
stride = 2
padding = 1
output_padding = 1
bias_shape = (out_channels, 1, 1, 1)

def get_inputs():
    return [torch.rand(batch_size, in_channels, depth, height, width)]

def get_init_inputs():
    return [in_channels, out_channels, kernel_size, stride, padding, output_padding, bias_shape]
    '''
    
    Please return only the JAX code as output.

    ","import jax
import jax.numpy as jnp
from flax import linen as nn

class Model(nn.Module):
    """"""
    Model that performs a 3D transposed convolution, followed by a sum, 
    a residual add, a multiplication, and another residual add.
    """"""
    in_channels: int
    out_channels: int
    kernel_size: int
    stride: int
    padding: int
    output_padding: int
    bias_shape: tuple

    @nn.compact
    def __call__(self, x):
        # Flax ConvTranspose3D expects (N, D, H, W, C), so we need to permute
        # Input x is (N, C, D, H, W) -> (N, D, H, W, C)
        x = jnp.transpose(x, (0, 2, 3, 4, 1))
        conv_transpose = nn.ConvTranspose(
            features=self.out_channels,
            kernel_size=(self.kernel_size, self.kernel_size, self.kernel_size),
            strides=(self.stride, self.stride, self.stride),
            padding=[(self.padding, self.padding)]*3,
            use_bias=False,
            dimension_numbers=('NDHWC', 'DHWIO', 'NDHWC'),
        )
        x = conv_transpose(x)
        # output_padding is not directly supported in Flax, so we manually pad if needed
        if self.output_padding != 0:
            pad = self.output_padding
            x = jnp.pad(x, ((0,0), (0,pad), (0,pad), (0,pad), (0,0)))
        original_x = jnp.array(x)
        bias = self.param('bias', nn.initializers.normal(), self.bias_shape)
        # bias shape: (out_channels, 1, 1, 1), need to broadcast to (N, D, H, W, C)
        # Flax output: (N, D, H, W, C), bias: (C, 1, 1, 1)
        # So reshape bias to (1, 1, 1, 1, C) and broadcast
        bias_broadcast = bias.reshape((1, 1, 1, 1, -1))
        x = x + bias_broadcast
        x = x + original_x
        x = x * original_x
        x = x + original_x
        # Return to (N, C, D, H, W)
        x = jnp.transpose(x, (0, 4, 1, 2, 3))
        return x

batch_size = 16
in_channels = 32
out_channels = 64
depth, height, width = 16, 32, 32
kernel_size = 3
stride = 2
padding = 1
output_padding = 1
bias_shape = (out_channels, 1, 1, 1)

def get_inputs():
    # Return a list with a single input array, shape (batch_size, in_channels, depth, height, width)
    key = jax.random.PRNGKey(0)
    x = jax.random.uniform(key, (batch_size, in_channels, depth, height, width))
    return [x]

def get_init_inputs():
    return [in_channels, out_channels, kernel_size, stride, padding, output_padding, bias_shape]"
"You are an expert in Pytorch to JAX translation, please translate the given code snippet in Pytorch into JAX:
    
    '''
    import torch
import torch.nn as nn

class Model(nn.Module):
    """"""
    Model that performs a convolution, adds a bias term, scales, applies sigmoid, and performs group normalization.
    """"""
    def __init__(self, in_channels, out_channels, kernel_size, num_groups, bias_shape, scale_shape):
        super(Model, self).__init__()
        self.conv = nn.Conv2d(in_channels, out_channels, kernel_size)
        self.bias = nn.Parameter(torch.randn(bias_shape)) 
        self.scale = nn.Parameter(torch.randn(scale_shape))
        self.group_norm = nn.GroupNorm(num_groups, out_channels)

    def forward(self, x):
        x = self.conv(x)
        x = x + self.bias
        x = x * self.scale
        x = torch.sigmoid(x)
        x = self.group_norm(x)
        return x

batch_size = 128
in_channels = 8
out_channels = 32
height = width = 256
kernel_size = 3
num_groups = 8
bias_shape = (out_channels, 1, 1)
scale_shape = (out_channels, 1, 1)

def get_inputs():
    return [torch.rand(batch_size, in_channels, height, width)]

def get_init_inputs():
    return [in_channels, out_channels, kernel_size, num_groups, bias_shape, scale_shape]
    '''
    
    Please return only the JAX code as output.

    ","import jax
import jax.numpy as jnp
from flax import linen as nn

class Model(nn.Module):
    """"""
    Model that performs a convolution, adds a bias term, scales, applies sigmoid, and performs group normalization.
    """"""
    in_channels: int
    out_channels: int
    kernel_size: int
    num_groups: int
    bias_shape: tuple
    scale_shape: tuple

    @nn.compact
    def __call__(self, x):
        x = nn.Conv(
            features=self.out_channels,
            kernel_size=(self.kernel_size, self.kernel_size),
            use_bias=False,
            padding='SAME'
        )(x)
        bias = self.param('bias', nn.initializers.normal(), self.bias_shape)
        scale = self.param('scale', nn.initializers.normal(), self.scale_shape)
        x = x + bias
        x = x * scale
        x = jax.nn.sigmoid(x)
        x = nn.GroupNorm(num_groups=self.num_groups, epsilon=1e-5)(x)
        return x

batch_size = 128
in_channels = 8
out_channels = 32
height = width = 256
kernel_size = 3
num_groups = 8
bias_shape = (out_channels, 1, 1)
scale_shape = (out_channels, 1, 1)

def get_inputs():
    return [jnp.random.rand(batch_size, in_channels, height, width).astype(jnp.float32)]

def get_init_inputs():
    return [in_channels, out_channels, kernel_size, num_groups, bias_shape, scale_shape]"
"You are an expert in Pytorch to JAX translation, please translate the given code snippet in Pytorch into JAX:
    
    '''
    import torch
import torch.nn as nn

class Model(nn.Module):
    """"""
    Model that performs a matrix multiplication, scales the result, adds a residual connection, clamps the output,
    applies LogSumExp, and finally applies the Mish activation function.
    """"""
    def __init__(self, input_size, hidden_size, scale_factor, clamp_min, clamp_max):
        super(Model, self).__init__()
        self.matmul = nn.Linear(input_size, hidden_size)
        self.scale_factor = scale_factor
        self.clamp_min = clamp_min
        self.clamp_max = clamp_max

    def forward(self, x):
        """"""
        Args:
            x: Input tensor of shape (batch_size, input_size).

        Returns:
            Output tensor of shape (batch_size, hidden_size).
        """"""
        x = self.matmul(x)
        x = x * self.scale_factor
        x = x + x
        x = torch.clamp(x, self.clamp_min, self.clamp_max)
        x = torch.logsumexp(x, dim=1, keepdim=True)
        x = x * torch.nn.functional.mish(x)  # Mish activation
        return x

batch_size = 1024
input_size = 8192
hidden_size = 8192
scale_factor = 2.0
clamp_min = -10.0
clamp_max = 10.0

def get_inputs():
    return [torch.rand(batch_size, input_size)]

def get_init_inputs():
    return [input_size, hidden_size, scale_factor, clamp_min, clamp_max]
    '''
    
    Please return only the JAX code as output.

    ","import jax
import jax.numpy as jnp
from flax import linen as nn

class Model(nn.Module):
    """"""
    Model that performs a matrix multiplication, scales the result, adds a residual connection, clamps the output,
    applies LogSumExp, and finally applies the Mish activation function.
    """"""
    input_size: int
    hidden_size: int
    scale_factor: float
    clamp_min: float
    clamp_max: float

    @nn.compact
    def __call__(self, x):
        """"""
        Args:
            x: Input tensor of shape (batch_size, input_size).

        Returns:
            Output tensor of shape (batch_size, hidden_size).
        """"""
        x = nn.Dense(self.hidden_size)(x)
        x = x * self.scale_factor
        x = x + x
        x = jnp.clip(x, self.clamp_min, self.clamp_max)
        x = jax.nn.logsumexp(x, axis=1, keepdims=True)
        x = x * mish(x)
        return x

def mish(x):
    return x * jnp.tanh(jax.nn.softplus(x))

batch_size = 1024
input_size = 8192
hidden_size = 8192
scale_factor = 2.0
clamp_min = -10.0
clamp_max = 10.0

def get_inputs():
    return [jnp.random.rand(batch_size, input_size).astype(jnp.float32)]

def get_init_inputs():
    return [input_size, hidden_size, scale_factor, clamp_min, clamp_max]"
"You are an expert in Pytorch to JAX translation, please translate the given code snippet in Pytorch into JAX:
    
    '''
    import torch
import torch.nn as nn

class Model(nn.Module):
    """"""
    Model that performs a 3D convolution, applies Group Normalization, computes the mean
    """"""
    def __init__(self, in_channels, out_channels, kernel_size, num_groups):
        super(Model, self).__init__()
        self.conv = nn.Conv3d(in_channels, out_channels, kernel_size)
        self.group_norm = nn.GroupNorm(num_groups, out_channels)

    def forward(self, x):
        """"""
        Args:
            x (torch.Tensor): Input tensor of shape (batch_size, in_channels, D, H, W).
        Returns:
            torch.Tensor: Output tensor of shape (batch_size, 1).
        """"""
        x = self.conv(x)
        x = self.group_norm(x)
        x = x.mean(dim=[1, 2, 3, 4]) # Compute mean across all dimensions except batch
        return x

batch_size = 128
in_channels = 3
out_channels = 24
D, H, W = 24, 32, 32
kernel_size = 3
num_groups = 8

def get_inputs():
    return [torch.rand(batch_size, in_channels, D, H, W)]

def get_init_inputs():
    return [in_channels, out_channels, kernel_size, num_groups]
    '''
    
    Please return only the JAX code as output.

    ","import jax
import jax.numpy as jnp
from flax import linen as nn

class Model(nn.Module):
    """"""
    Model that performs a 3D convolution, applies Group Normalization, computes the mean
    """"""
    in_channels: int
    out_channels: int
    kernel_size: int
    num_groups: int

    @nn.compact
    def __call__(self, x):
        # x: (batch_size, in_channels, D, H, W)
        x = nn.Conv(
            features=self.out_channels,
            kernel_size=(self.kernel_size, self.kernel_size, self.kernel_size),
            strides=(1, 1, 1),
            padding='SAME',
            use_bias=True
        )(x)
        x = nn.GroupNorm(
            num_groups=self.num_groups,
            epsilon=1e-5,
            use_bias=True,
            use_scale=True
        )(x)
        # Compute mean across all dimensions except batch
        x = jnp.mean(x, axis=(1, 2, 3, 4))
        return x

batch_size = 128
in_channels = 3
out_channels = 24
D, H, W = 24, 32, 32
kernel_size = 3
num_groups = 8

def get_inputs():
    # Returns a list with a single input array of shape (batch_size, in_channels, D, H, W)
    key = jax.random.PRNGKey(0)
    x = jax.random.uniform(key, (batch_size, in_channels, D, H, W), minval=0.0, maxval=1.0)
    return [x]

def get_init_inputs():
    return [in_channels, out_channels, kernel_size, num_groups]"
"You are an expert in Pytorch to JAX translation, please translate the given code snippet in Pytorch into JAX:
    
    '''
    import torch
import torch.nn as nn

class Model(nn.Module):
    """"""
    Simple model that performs a 3D convolution, applies minimum operation along a specific dimension, 
    and then applies softmax.
    """"""
    def __init__(self, in_channels, out_channels, kernel_size, dim):
        super(Model, self).__init__()
        self.conv = nn.Conv3d(in_channels, out_channels, kernel_size)
        self.dim = dim

    def forward(self, x):
        """"""
        Args:
            x (torch.Tensor): Input tensor of shape (batch_size, in_channels, D, H, W)
        Returns:
            torch.Tensor: Output tensor of shape (batch_size, out_channels, H, W)
        """"""
        x = self.conv(x)
        x = torch.min(x, dim=self.dim)[0]  # Apply minimum along the specified dimension
        x = torch.softmax(x, dim=1)  # Apply softmax along the channel dimension
        return x

batch_size = 128
in_channels = 3
out_channels = 24  # Increased output channels
D, H, W = 24, 32, 32  # Increased depth
kernel_size = 3
dim = 2  # Dimension along which to apply minimum operation (e.g., depth)

def get_inputs():
    return [torch.rand(batch_size, in_channels, D, H, W)]

def get_init_inputs():
    return [in_channels, out_channels, kernel_size, dim]
    '''
    
    Please return only the JAX code as output.

    ","import jax
import jax.numpy as jnp
from flax import linen as nn

class Model(nn.Module):
    """"""
    Simple model that performs a 3D convolution, applies minimum operation along a specific dimension, 
    and then applies softmax.
    """"""
    in_channels: int
    out_channels: int
    kernel_size: int
    dim: int

    @nn.compact
    def __call__(self, x):
        """"""
        Args:
            x (jnp.ndarray): Input tensor of shape (batch_size, in_channels, D, H, W)
        Returns:
            jnp.ndarray: Output tensor of shape (batch_size, out_channels, H, W)
        """"""
        # Flax Conv3D expects (batch, D, H, W, C), so we need to permute axes
        # PyTorch: (N, C, D, H, W) -> Flax: (N, D, H, W, C)
        x = jnp.transpose(x, (0, 2, 3, 4, 1))
        x = nn.Conv(
            features=self.out_channels,
            kernel_size=(self.kernel_size, self.kernel_size, self.kernel_size),
            strides=(1, 1, 1),
            padding='VALID',
            use_bias=True,
        )(x)
        # Output is (N, D', H', W', out_channels)
        # Transpose back to (N, out_channels, D', H', W') for min/softmax logic
        x = jnp.transpose(x, (0, 4, 1, 2, 3))
        # Apply minimum along the specified dimension
        x = jnp.min(x, axis=self.dim)
        # x shape: (N, out_channels, H', W') if dim=2 (D')
        # Apply softmax along channel dimension (axis=1)
        x = jax.nn.softmax(x, axis=1)
        return x

batch_size = 128
in_channels = 3
out_channels = 24
D, H, W = 24, 32, 32
kernel_size = 3
dim = 2  # Dimension along which to apply minimum operation (e.g., depth)

def get_inputs():
    # Return a list with a single input array of shape (batch_size, in_channels, D, H, W)
    return [jnp.random.rand(batch_size, in_channels, D, H, W).astype(jnp.float32)]

def get_init_inputs():
    return [in_channels, out_channels, kernel_size, dim]"
"You are an expert in Pytorch to JAX translation, please translate the given code snippet in Pytorch into JAX:
    
    '''
    import torch
import torch.nn as nn

class Model(nn.Module):
    """"""
    Model that performs a convolution, applies minimum operation, Tanh, and another Tanh.
    """"""
    def __init__(self, in_channels, out_channels, kernel_size):
        super(Model, self).__init__()
        self.conv = nn.Conv2d(in_channels, out_channels, kernel_size)

    def forward(self, x):
        x = self.conv(x)
        x = torch.min(x, dim=1, keepdim=True)[0] # Apply minimum operation along the channel dimension
        x = torch.tanh(x)
        x = torch.tanh(x)
        return x

batch_size = 128
in_channels = 16
out_channels = 64
height = width = 256
kernel_size = 3

def get_inputs():
    return [torch.rand(batch_size, in_channels, height, width)]

def get_init_inputs():
    return [in_channels, out_channels, kernel_size]
    '''
    
    Please return only the JAX code as output.

    ","import jax
import jax.numpy as jnp
from flax import linen as nn

class Model(nn.Module):
    """"""
    Model that performs a convolution, applies minimum operation, Tanh, and another Tanh.
    """"""
    in_channels: int
    out_channels: int
    kernel_size: int

    @nn.compact
    def __call__(self, x):
        # Flax Conv expects (N, H, W, C), so we need to transpose
        x = jnp.transpose(x, (0, 2, 3, 1))  # (N, H, W, C)
        x = nn.Conv(
            features=self.out_channels,
            kernel_size=(self.kernel_size, self.kernel_size),
            strides=(1, 1),
            padding='SAME',
            use_bias=True,
        )(x)
        # After conv: (N, H, W, out_channels)
        # Min along channel dimension (axis=-1)
        x = jnp.min(x, axis=-1, keepdims=True)  # (N, H, W, 1)
        x = jnp.tanh(x)
        x = jnp.tanh(x)
        # Transpose back to (N, 1, H, W)
        x = jnp.transpose(x, (0, 3, 1, 2))
        return x

batch_size = 128
in_channels = 16
out_channels = 64
height = width = 256
kernel_size = 3

def get_inputs():
    # Return a list with a single input array, shape (batch_size, in_channels, height, width)
    key = jax.random.PRNGKey(0)
    x = jax.random.uniform(key, (batch_size, in_channels, height, width))
    return [x]

def get_init_inputs():
    return [in_channels, out_channels, kernel_size]"
"You are an expert in Pytorch to JAX translation, please translate the given code snippet in Pytorch into JAX:
    
    '''
    import torch
import torch.nn as nn

class Model(nn.Module):
    """"""
    Model that performs a 3D transposed convolution, adds an input tensor, and applies HardSwish activation.
    """"""
    def __init__(self, in_channels, out_channels, kernel_size, stride, padding, output_padding, bias_shape):
        super(Model, self).__init__()
        self.conv_transpose = nn.ConvTranspose3d(in_channels, out_channels, kernel_size, stride=stride, padding=padding, output_padding=output_padding)
        self.bias = nn.Parameter(torch.randn(bias_shape))

    def forward(self, x, add_input):
        """"""
        Args:
            x (torch.Tensor): Input tensor of shape (batch_size, in_channels, D, H, W).
            add_input (torch.Tensor): Input tensor to be added after transposed convolution, of shape (batch_size, out_channels, D, H, W).
        Returns:
            torch.Tensor: Output tensor of shape (batch_size, out_channels, D, H, W) after HardSwish activation.
        """"""
        x = self.conv_transpose(x)
        x = x + add_input
        x = x * torch.nn.functional.hardswish(x)
        return x


batch_size = 128
in_channels = 32
out_channels = 64
D, H, W = 16, 16, 16
kernel_size = 3
stride = 2
padding = 1
output_padding = 1
bias_shape = (out_channels, 1, 1, 1, 1)

def get_inputs():
    return [torch.rand(batch_size, in_channels, D, H, W), torch.rand(batch_size, out_channels, D*stride, H*stride, W*stride)]

def get_init_inputs():
    return [in_channels, out_channels, kernel_size, stride, padding, output_padding, bias_shape]
    '''
    
    Please return only the JAX code as output.

    ","import jax
import jax.numpy as jnp
from flax import linen as nn

class Model(nn.Module):
    """"""
    Model that performs a 3D transposed convolution, adds an input tensor, and applies HardSwish activation.
    """"""
    in_channels: int
    out_channels: int
    kernel_size: int
    stride: int
    padding: int
    output_padding: int
    bias_shape: tuple

    @nn.compact
    def __call__(self, x, add_input):
        # Flax ConvTranspose3D expects (N, D, H, W, C), so we need to permute axes
        # PyTorch: (N, C, D, H, W)
        # JAX/Flax: (N, D, H, W, C)
        x = jnp.transpose(x, (0, 2, 3, 4, 1))
        add_input = jnp.transpose(add_input, (0, 2, 3, 4, 1))

        conv_transpose = nn.ConvTranspose(
            features=self.out_channels,
            kernel_size=(self.kernel_size, self.kernel_size, self.kernel_size),
            strides=(self.stride, self.stride, self.stride),
            padding=[(self.padding, self.padding)] * 3,
            use_bias=False,
            dimension_numbers=('NDHWC', 'DHWIO', 'NDHWC'),
            transpose_kernel=True,
        )
        x = conv_transpose(x)

        # Output padding: manually crop if needed
        # Flax ConvTranspose does not have output_padding, so we crop to match add_input shape
        if x.shape != add_input.shape:
            # Crop x to match add_input shape
            crop_d = x.shape[1] - add_input.shape[1]
            crop_h = x.shape[2] - add_input.shape[2]
            crop_w = x.shape[3] - add_input.shape[3]
            x = x[:, 
                  (crop_d // 2):(x.shape[1] - (crop_d - crop_d // 2)),
                  (crop_h // 2):(x.shape[2] - (crop_h - crop_h // 2)),
                  (crop_w // 2):(x.shape[3] - (crop_w - crop_w // 2)),
                  :
            ]

        # Add bias
        bias = self.param('bias', nn.initializers.normal(), self.bias_shape)
        # bias_shape: (out_channels, 1, 1, 1, 1) in PyTorch (C,1,1,1,1)
        # In JAX: (C,1,1,1,1) but we need to broadcast to (N, D, H, W, C)
        # So we reshape to (1,1,1,1,C) and add
        bias = jnp.reshape(bias, (1, 1, 1, 1, self.out_channels))
        x = x + bias

        x = x + add_input

        # HardSwish: x * relu6(x + 3) / 6
        def hardswish(x):
            return x * jnp.clip(x + 3, 0, 6) / 6

        x = x * hardswish(x)

        # Transpose back to (N, C, D, H, W)
        x = jnp.transpose(x, (0, 4, 1, 2, 3))
        return x

batch_size = 128
in_channels = 32
out_channels = 64
D, H, W = 16, 16, 16
kernel_size = 3
stride = 2
padding = 1
output_padding = 1
bias_shape = (out_channels, 1, 1, 1, 1)

def get_inputs():
    # JAX uses numpy arrays, not torch tensors
    x = jnp.random.rand(batch_size, in_channels, D, H, W)
    add_input = jnp.random.rand(batch_size, out_channels, D*stride, H*stride, W*stride)
    return [x, add_input]

def get_init_inputs():
    return [in_channels, out_channels, kernel_size, stride, padding, output_padding, bias_shape]"
"You are an expert in Pytorch to JAX translation, please translate the given code snippet in Pytorch into JAX:
    
    '''
    import torch
import torch.nn as nn
import torch.nn.functional as F

class Model(nn.Module):
    """"""
    Model that performs:
    1. Conv3D
    2. HardSwish activation
    3. GroupNorm  
    4. Mean pooling across spatial dimensions
    """"""
    def __init__(self, in_channels, out_channels, kernel_size, num_groups=4, bias=True):
        super(Model, self).__init__()
        self.conv = nn.Conv3d(in_channels, out_channels, kernel_size, bias=bias)
        self.group_norm = nn.GroupNorm(num_groups, out_channels)

    def forward(self, x):
        x = self.conv(x)                             # (B, C, D, H, W)
        x = F.hardswish(x)                           # Nonlinear activation
        x = self.group_norm(x)                       # Normalization over channels
        x = torch.mean(x, dim=[2, 3, 4])             # Mean over spatial dims → (B, C)
        return x

# === Test config ===
batch_size = 1024
in_channels = 3
out_channels = 16
depth, height, width = 16, 32, 32
kernel_size = 4

def get_inputs():
    return [torch.rand(batch_size, in_channels, depth, height, width)]

def get_init_inputs():
    return [in_channels, out_channels, kernel_size]
    '''
    
    Please return only the JAX code as output.

    ","import jax
import jax.numpy as jnp
from flax import linen as nn

class GroupNorm3D(nn.Module):
    num_groups: int
    num_channels: int
    eps: float = 1e-5

    @nn.compact
    def __call__(self, x):
        # x: (B, C, D, H, W)
        B, C, D, H, W = x.shape
        assert C == self.num_channels
        assert C % self.num_groups == 0, ""num_channels must be divisible by num_groups""
        G = self.num_groups
        x = x.reshape(B, G, C // G, D, H, W)
        mean = jnp.mean(x, axis=(2, 3, 4, 5), keepdims=True)
        var = jnp.var(x, axis=(2, 3, 4, 5), keepdims=True)
        x = (x - mean) / jnp.sqrt(var + self.eps)
        x = x.reshape(B, C, D, H, W)
        gamma = self.param('gamma', nn.initializers.ones, (1, C, 1, 1, 1))
        beta = self.param('beta', nn.initializers.zeros, (1, C, 1, 1, 1))
        return x * gamma + beta

def hardswish(x):
    return x * jnp.clip(x + 3, 0, 6) / 6

class Model(nn.Module):
    """"""
    Model that performs:
    1. Conv3D
    2. HardSwish activation
    3. GroupNorm  
    4. Mean pooling across spatial dimensions
    """"""
    in_channels: int
    out_channels: int
    kernel_size: int
    num_groups: int = 4
    bias: bool = True

    @nn.compact
    def __call__(self, x):
        # x: (B, C, D, H, W)
        x = nn.Conv(
            features=self.out_channels,
            kernel_size=(self.kernel_size, self.kernel_size, self.kernel_size),
            strides=(1, 1, 1),
            use_bias=self.bias,
            padding='VALID'
        )(x)
        x = hardswish(x)
        x = GroupNorm3D(self.num_groups, self.out_channels)(x)
        x = jnp.mean(x, axis=(2, 3, 4))  # Mean over D, H, W -> (B, C)
        return x

# === Test config ===
batch_size = 1024
in_channels = 3
out_channels = 16
depth, height, width = 16, 32, 32
kernel_size = 4

def get_inputs():
    key = jax.random.PRNGKey(0)
    x = jax.random.uniform(
        key,
        (batch_size, in_channels, depth, height, width),
        minval=0.0,
        maxval=1.0
    )
    return [x]

def get_init_inputs():
    return [in_channels, out_channels, kernel_size]"
"You are an expert in Pytorch to JAX translation, please translate the given code snippet in Pytorch into JAX:
    
    '''
    import torch
import torch.nn as nn

class Model(nn.Module):
    """"""
    Model that performs a batch matrix multiplication, instance normalization, summation, residual addition, and multiplication.
    """"""
    def __init__(self, in_features, out_features, eps=1e-5, momentum=0.1):
        super(Model, self).__init__()
        self.bmm = nn.Linear(in_features, out_features)
        self.instance_norm = nn.InstanceNorm2d(out_features, eps=eps, momentum=momentum)

    def forward(self, x, y):
        """"""
        Args:
            x (torch.Tensor): Input tensor of shape (batch_size, in_features).
            y (torch.Tensor): Input tensor of shape (batch_size, out_features).

        Returns:
            torch.Tensor: Output tensor of shape (batch_size, out_features).
        """"""
        x = self.bmm(x)
        x = self.instance_norm(x.unsqueeze(1).unsqueeze(1)).squeeze(1).squeeze(1)
        x = x + y
        x = x * y
        return x

batch_size = 1024  # Increased batch size
in_features = 8192  # Increased input features
out_features = 8192  # Increased output features

def get_inputs():
    return [torch.rand(batch_size, in_features), torch.rand(batch_size, out_features)]

def get_init_inputs():
    return [in_features, out_features]
    '''
    
    Please return only the JAX code as output.

    ","import jax
import jax.numpy as jnp
from flax import linen as nn

class InstanceNorm2d(nn.Module):
    num_features: int
    eps: float = 1e-5

    @nn.compact
    def __call__(self, x):
        # x: (batch, 1, 1, num_features)
        mean = jnp.mean(x, axis=(1, 2), keepdims=True)
        var = jnp.var(x, axis=(1, 2), keepdims=True)
        x_norm = (x - mean) / jnp.sqrt(var + self.eps)
        gamma = self.param('gamma', nn.initializers.ones, (1, 1, 1, self.num_features))
        beta = self.param('beta', nn.initializers.zeros, (1, 1, 1, self.num_features))
        return x_norm * gamma + beta

class Model(nn.Module):
    in_features: int
    out_features: int
    eps: float = 1e-5

    def setup(self):
        self.bmm = nn.Dense(self.out_features)
        self.instance_norm = InstanceNorm2d(self.out_features, eps=self.eps)

    def __call__(self, x, y):
        # x: (batch_size, in_features)
        # y: (batch_size, out_features)
        x = self.bmm(x)  # (batch_size, out_features)
        x = x[:, None, None, :]  # (batch_size, 1, 1, out_features)
        x = self.instance_norm(x)  # (batch_size, 1, 1, out_features)
        x = x.squeeze(axis=(1, 2))  # (batch_size, out_features)
        x = x + y
        x = x * y
        return x

batch_size = 1024
in_features = 8192
out_features = 8192

def get_inputs():
    key1, key2 = jax.random.split(jax.random.PRNGKey(0))
    x = jax.random.uniform(key1, (batch_size, in_features))
    y = jax.random.uniform(key2, (batch_size, out_features))
    return [x, y]

def get_init_inputs():
    return [in_features, out_features]"
"You are an expert in Pytorch to JAX translation, please translate the given code snippet in Pytorch into JAX:
    
    '''
    import torch
import torch.nn as nn

class Model(nn.Module):
    """"""
    Simple model that performs a matrix multiplication, applies Mish, and applies Mish again.
    """"""
    def __init__(self, in_features, out_features):
        super(Model, self).__init__()
        self.linear = nn.Linear(in_features, out_features)

    def forward(self, x):
        x = self.linear(x)
        x = torch.nn.functional.mish(x)
        x = torch.nn.functional.mish(x)
        return x

batch_size = 1024
in_features = 8192
out_features = 8192

def get_inputs():
    return [torch.rand(batch_size, in_features)]

def get_init_inputs():
    return [in_features, out_features]
    '''
    
    Please return only the JAX code as output.

    ","import jax
import jax.numpy as jnp
from flax import linen as nn

def mish(x):
    return x * jnp.tanh(jax.nn.softplus(x))

class Model(nn.Module):
    """"""
    Simple model that performs a matrix multiplication, applies Mish, and applies Mish again.
    """"""
    in_features: int
    out_features: int

    @nn.compact
    def __call__(self, x):
        x = nn.Dense(self.out_features)(x)
        x = mish(x)
        x = mish(x)
        return x

batch_size = 1024
in_features = 8192
out_features = 8192

def get_inputs():
    return [jnp.random.rand(batch_size, in_features)]

def get_init_inputs():
    return [in_features, out_features]"
